GSI_x,GSI_y,value
-90.1878576559955,34.9943888941566,0
-90.1878576559955,34.9971118857485,0
-90.1878576559955,34.9998348773404,0
-90.1878576559955,35.0025578689323,0
-90.1878576559955,35.0052808605242,0
-90.1878576559955,35.008003852116,0
-90.1878576559955,35.0107268437079,0
-90.1878576559955,35.0134498352998,0
-90.1878576559955,35.0161728268917,0
-90.1878576559955,35.0188958184836,0
-90.1878576559955,35.0216188100755,0
-90.1878576559955,35.0243418016673,0
-90.1878576559955,35.0270647932592,0
-90.1878576559955,35.0297877848511,0
-90.1878576559955,35.032510776443,0
-90.1878576559955,35.0352337680349,0
-90.1878576559955,35.0379567596268,0
-90.1878576559955,35.0406797512186,0
-90.1878576559955,35.0434027428105,0
-90.1878576559955,35.0461257344024,0
-90.1878576559955,35.0488487259943,0
-90.1878576559955,35.0515717175862,0
-90.1878576559955,35.0542947091781,0
-90.1878576559955,35.0570177007699,0
-90.1878576559955,35.0597406923618,0
-90.1878576559955,35.0624636839537,0
-90.1878576559955,35.0651866755456,0
-90.1878576559955,35.0679096671375,0
-90.1878576559955,35.0706326587294,0
-90.1878576559955,35.0733556503212,0
-90.1878576559955,35.0760786419131,0
-90.1878576559955,35.078801633505,0
-90.1878576559955,35.0815246250969,0
-90.1878576559955,35.0842476166888,0
-90.1878576559955,35.0869706082807,0
-90.1878576559955,35.0896935998725,0
-90.1878576559955,35.0924165914644,0
-90.1878576559955,35.0951395830563,0
-90.1878576559955,35.0978625746482,0
-90.1878576559955,35.1005855662401,0
-90.1878576559955,35.103308557832,0
-90.1878576559955,35.1060315494238,0
-90.1878576559955,35.1087545410157,0
-90.1878576559955,35.1114775326076,0
-90.1878576559955,35.1142005241995,0
-90.1878576559955,35.1169235157914,0
-90.1878576559955,35.1196465073833,0
-90.1878576559955,35.1223694989751,0
-90.1878576559955,35.125092490567,0
-90.1878576559955,35.1278154821589,0
-90.1878576559955,35.1305384737508,0
-90.1878576559955,35.1332614653427,0
-90.1878576559955,35.1359844569346,0
-90.1878576559955,35.1387074485264,0
-90.1878576559955,35.1414304401183,0
-90.1878576559955,35.1441534317102,0
-90.1878576559955,35.1468764233021,0
-90.1878576559955,35.149599414894,0
-90.1878576559955,35.1523224064859,0
-90.1878576559955,35.1550453980778,0
-90.1878576559955,35.1577683896696,0
-90.1878576559955,35.1604913812615,0
-90.1878576559955,35.1632143728534,0
-90.1878576559955,35.1659373644453,0
-90.1878576559955,35.1686603560372,0
-90.1878576559955,35.1713833476291,0
-90.1878576559955,35.1741063392209,0
-90.1878576559955,35.1768293308128,0
-90.1878576559955,35.1795523224047,0
-90.1878576559955,35.1822753139966,0
-90.1878576559955,35.1849983055885,0
-90.1878576559955,35.1877212971804,0
-90.1878576559955,35.1904442887722,0
-90.1878576559955,35.1931672803641,0
-90.1878576559955,35.195890271956,0
-90.1878576559955,35.1986132635479,0
-90.1878576559955,35.2013362551398,0
-90.1878576559955,35.2040592467317,0
-90.1878576559955,35.2067822383235,0
-90.1878576559955,35.2095052299154,0
-90.1878576559955,35.2122282215073,0
-90.1878576559955,35.2149512130992,0
-90.1878576559955,35.2176742046911,0
-90.1878576559955,35.220397196283,0
-90.1878576559955,35.2231201878748,0
-90.1878576559955,35.2258431794667,0
-90.1878576559955,35.2285661710586,0
-90.1878576559955,35.2312891626505,0
-90.1878576559955,35.2340121542424,0
-90.1878576559955,35.2367351458343,0
-90.1878576559955,35.2394581374261,0
-90.1878576559955,35.242181129018,0
-90.1878576559955,35.2449041206099,0
-90.1878576559955,35.2476271122018,0
-90.1878576559955,35.2503501037937,0
-90.1878576559955,35.2530730953856,0
-90.1878576559955,35.2557960869774,0
-90.1878576559955,35.2585190785693,0
-90.1878576559955,35.2612420701612,0
-90.1878576559955,35.2639650617531,0
-90.1831335016251,34.9943888941566,0
-90.1831335016251,34.9971118857485,0
-90.1831335016251,34.9998348773404,0
-90.1831335016251,35.0025578689323,0
-90.1831335016251,35.0052808605242,0
-90.1831335016251,35.008003852116,0
-90.1831335016251,35.0107268437079,0.460179048599729
-90.1831335016251,35.0134498352998,0.460179048599729
-90.1831335016251,35.0161728268917,0.460179048599729
-90.1831335016251,35.0188958184836,0.460179048599729
-90.1831335016251,35.0216188100755,0.460179048599729
-90.1831335016251,35.0243418016673,0.460179048599729
-90.1831335016251,35.0270647932592,0.460179048599729
-90.1831335016251,35.0297877848511,0.460179048599729
-90.1831335016251,35.032510776443,0.460179048599729
-90.1831335016251,35.0352337680349,0.460179048599729
-90.1831335016251,35.0379567596268,0
-90.1831335016251,35.0406797512186,0
-90.1831335016251,35.0434027428105,0
-90.1831335016251,35.0461257344024,0
-90.1831335016251,35.0488487259943,0
-90.1831335016251,35.0515717175862,0
-90.1831335016251,35.0542947091781,0
-90.1831335016251,35.0570177007699,0
-90.1831335016251,35.0597406923618,0
-90.1831335016251,35.0624636839537,0
-90.1831335016251,35.0651866755456,0
-90.1831335016251,35.0679096671375,0
-90.1831335016251,35.0706326587294,0
-90.1831335016251,35.0733556503212,0.460179048599729
-90.1831335016251,35.0760786419131,0.460179048599729
-90.1831335016251,35.078801633505,0.460179048599729
-90.1831335016251,35.0815246250969,0.460179048599729
-90.1831335016251,35.0842476166888,0.460179048599729
-90.1831335016251,35.0869706082807,0
-90.1831335016251,35.0896935998725,0
-90.1831335016251,35.0924165914644,0
-90.1831335016251,35.0951395830563,0
-90.1831335016251,35.0978625746482,0
-90.1831335016251,35.1005855662401,0
-90.1831335016251,35.103308557832,0
-90.1831335016251,35.1060315494238,0
-90.1831335016251,35.1087545410157,0
-90.1831335016251,35.1114775326076,0
-90.1831335016251,35.1142005241995,0
-90.1831335016251,35.1169235157914,0
-90.1831335016251,35.1196465073833,0
-90.1831335016251,35.1223694989751,0
-90.1831335016251,35.125092490567,0
-90.1831335016251,35.1278154821589,0
-90.1831335016251,35.1305384737508,0
-90.1831335016251,35.1332614653427,0
-90.1831335016251,35.1359844569346,0
-90.1831335016251,35.1387074485264,0
-90.1831335016251,35.1414304401183,0
-90.1831335016251,35.1441534317102,0
-90.1831335016251,35.1468764233021,0
-90.1831335016251,35.149599414894,0
-90.1831335016251,35.1523224064859,0
-90.1831335016251,35.1550453980778,0
-90.1831335016251,35.1577683896696,0
-90.1831335016251,35.1604913812615,0
-90.1831335016251,35.1632143728534,0
-90.1831335016251,35.1659373644453,0
-90.1831335016251,35.1686603560372,0
-90.1831335016251,35.1713833476291,0
-90.1831335016251,35.1741063392209,0
-90.1831335016251,35.1768293308128,0
-90.1831335016251,35.1795523224047,0
-90.1831335016251,35.1822753139966,0
-90.1831335016251,35.1849983055885,0
-90.1831335016251,35.1877212971804,0
-90.1831335016251,35.1904442887722,0
-90.1831335016251,35.1931672803641,0
-90.1831335016251,35.195890271956,0
-90.1831335016251,35.1986132635479,0
-90.1831335016251,35.2013362551398,0
-90.1831335016251,35.2040592467317,0
-90.1831335016251,35.2067822383235,0
-90.1831335016251,35.2095052299154,0
-90.1831335016251,35.2122282215073,0
-90.1831335016251,35.2149512130992,0
-90.1831335016251,35.2176742046911,0
-90.1831335016251,35.220397196283,0
-90.1831335016251,35.2231201878748,0
-90.1831335016251,35.2258431794667,0
-90.1831335016251,35.2285661710586,0
-90.1831335016251,35.2312891626505,0
-90.1831335016251,35.2340121542424,0
-90.1831335016251,35.2367351458343,0
-90.1831335016251,35.2394581374261,0
-90.1831335016251,35.242181129018,0
-90.1831335016251,35.2449041206099,0
-90.1831335016251,35.2476271122018,0
-90.1831335016251,35.2503501037937,0
-90.1831335016251,35.2530730953856,0
-90.1831335016251,35.2557960869774,0
-90.1831335016251,35.2585190785693,0
-90.1831335016251,35.2612420701612,0
-90.1831335016251,35.2639650617531,0
-90.1784093472546,34.9943888941566,0
-90.1784093472546,34.9971118857485,0
-90.1784093472546,34.9998348773404,0
-90.1784093472546,35.0025578689323,0
-90.1784093472546,35.0052808605242,0
-90.1784093472546,35.008003852116,0
-90.1784093472546,35.0107268437079,0.460179048599729
-90.1784093472546,35.0134498352998,0.460179048599729
